0,0,0.873212874,0,0,0,0,0,3.165503339,-1.680775669,0,0,0,0,-1.1596984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9.90129404,0,0,0,-11.73776877,21.11151607,0,0,0,0,13.51487311,0,0,0,0,0,9.645961047,-15.3438771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4.040590709,0,3.286375028,0,0,0,0,0,0,0,0,-5.254786317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.087802881,0,0,0,0,-2.256814667,0,4.939767287,0,0,3.306891244,0,0,0,-3.217428287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.814356836,4.577763414,0,0,-7.795453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.308253163,0,0,1.138925901,0,0,0,0,0,0,0,-2.154279651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-5.920668245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13786246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.645861434,0,0,0,0,0,0,0,0,0,-4.196393409,0,0,2.852185289,4.068515787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5.198201708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.220258904,0,0,0,4.969967987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.067514499,0,0,0,10.69678375,-5.016632198,0,6.021423168,0,0,0,0,0,0,0,-6.946930113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3.499517113,5.568553246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-14.19412181,0,0,0,0,0,9.129688802,-4.657014653,0,6.328397531,0,-10.22599031,12.6725983,-11.99689381,4.533821171,10.06989074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.885903088,0,-2.002883022,0,0,0,0,6.157540299,0,0,0,0,0,2.091243049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.949173745,0,0,-5.851667849,6.198225933,0,0,0,0,4.710505822,-3.208015582,0,0,0,0,5.610335201,-7.980113828,0,5.993374107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
